16 97 16 16
0 0 1.00
0 1 1.00
0 2 1.00
0 3 1.00
0 4 -1.00
1 5 1.00
1 6 1.00
1 7 1.00
1 8 1.00
1 4 -1.00
2 9 1.00
2 10 1.00
2 11 1.00
2 12 1.00
2 4 -1.00
3 13 1.00
3 14 1.00
3 15 1.00
3 16 1.00
3 4 -1.00
4 17 1.00
4 18 1.00
4 19 1.00
4 20 1.00
5 21 1.00
5 22 1.00
5 23 -1.00
5 24 -1.00
6 17 1.00
6 18 1.00
6 19 1.00
6 20 1.00
7 21 -1.00
7 22 -1.00
7 23 1.00
7 24 1.00
8 25 1.00
8 26 1.00
8 27 1.00
8 28 1.00
9 29 1.00
9 30 1.00
9 31 -1.00
9 32 -1.00
10 25 1.00
10 26 1.00
10 27 1.00
10 28 1.00
11 29 -1.00
11 30 -1.00
11 31 1.00
11 32 1.00
12 33 1.00
12 34 1.00
12 35 2.00
12 36 2.00
12 37 2.00
12 38 -2.00
12 39 1.00
12 40 1.00
12 41 -2.00
12 42 2.00
12 43 1.00
12 44 2.00
12 45 1.00
12 46 1.00
12 47 2.00
12 48 1.00
12 4 -0.50
13 49 1.00
13 50 1.00
13 51 2.00
13 52 2.00
13 53 2.00
13 54 -2.00
13 55 1.00
13 56 1.00
13 57 -2.00
13 58 2.00
13 59 1.00
13 60 2.00
13 61 1.00
13 62 1.00
13 63 2.00
13 64 1.00
13 4 -0.50
14 65 1.00
14 66 1.00
14 67 2.00
14 68 2.00
14 69 2.00
14 70 -2.00
14 71 1.00
14 72 1.00
14 73 -2.00
14 74 2.00
14 75 1.00
14 76 2.00
14 77 1.00
14 78 1.00
14 79 2.00
14 80 1.00
14 4 -0.50
15 81 1.00
15 82 1.00
15 83 2.00
15 84 2.00
15 85 2.00
15 86 -2.00
15 87 1.00
15 88 1.00
15 89 -2.00
15 90 2.00
15 91 1.00
15 92 2.00
15 93 1.00
15 94 1.00
15 95 2.00
15 96 1.00
15 4 -0.50
